Date,Job Number,Job Name,Deck Type,Quoted,Tons,Total LH,Cost,Plant Price,Plant Price Ton,Markup LH,salesperson,takeoffPerson,Coordinator,LocationId,DPG_Id
4/5/2016,0116-0233  ,TEMPE HGI/H25,BES20G60,59,5.7814808,0.17534683,69.81,87.49,892.835275,5950,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/6/2016,0116-0234  ,PIMA ANIMAL CARE CENTER ,BESI20G60/GB,638,64.2109677,1.896123349,83.86,92.77,921.7624671,3000,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/6/2016,0116-0234  ,PIMA ANIMAL CARE CENTER ,NESI18G60,18,2.9542095,0.099598838,117.95,159.44,971.4680018,7500,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/6/2016,0116-0235  ,ALBERTSONS WAREHOUSE EXP,BESI20G60,2436,245.1691494,7.239743696,72.12,79.55,790.4085831,2500,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/6/2016,0116-0236  ,ITC OFFICE WAREHOUSE,BES20G60,157,15.3846184,0.466600887,69.81,87.35,891.4065753,5900,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/6/2016,0116-0236  ,ITC OFFICE WAREHOUSE,1.5CFDES20G60,57,5.5854984,0.16940287,69.81,84.82,865.5879303,5050,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/6/2016,0116-0236  ,ITC OFFICE WAREHOUSE,BES18G60,8,1.0269576,0.025775853,89.79,111.21,866.3259321,6650,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/6/2016,0116-0237  ,PARADISE VALLEY APOSTOLIC CHURCH ,1.5CFDES20G60,57,5.5854984,0.16940287,69.81,93.59,955.0857628,8000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/6/2016,0116-0240  ,OLHP,BES20GRY,49,4.6711161,0.144570919,81.52,96.72,1014.592637,5150,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/6/2016,0116-0241  ,SWIC BUILDING ,3.0CFDES20G60,144,14.4927576,0.495192506,73.08,76.52,760.3025114,1000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/6/2016,0116-0241  ,SWIC BUILDING ,2.0CFD20G60,353,33.2079102,1.213909407,68.51,79.68,846.998195,3250,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/6/2016,0116-0241  ,SWIC BUILDING ,BES22G60,1975,160.4125613,5.362461682,59.27,65.38,804.9587825,2250,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/6/2016,0116-0241  ,SWIC BUILDING ,BES18G60,128,16.4313216,0.412413651,89.79,95.43,743.3997275,1750,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/7/2016,0116-0242  ,THE WESTON ,BES20GRY,13,1.2392757,0.03835555,81.52,97.01,1017.634736,5250,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/8/2016,0116-0243  ,REMOTE SOLUTIONS ,BES20GRY,33,3.1458537,0.097364089,81.52,96.72,1014.592637,5150,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/8/2016,0116-0243  ,REMOTE SOLUTIONS ,1.5CFDES20G60,5,0.489956,0.014859901,69.81,85.71,874.6703786,5350,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/8/2016,0116-0243  ,REMOTE SOLUTIONS ,BESI20G60,2,0.2012883,0.00594396,72.12,91.88,912.9194295,6650,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/11/2016,0116-0244  ,101 & BEARDSLEY STORAGE ,BES20G60,540,52.915248,1.604869292,69.81,80.95,826.0945881,3750,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/11/2016,0116-0244  ,101 & BEARDSLEY STORAGE ,2.0CFD18UNC,850,102.98039,3.117184119,89.46,106.88,882.1873757,4750,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/8/2016,0116-0245  ,WICKENBURG COMMUNITY HOSPITAL FITNESS,BES20G60,85,8.329252,0.252618315,69.81,90.61,924.6748688,7000,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/8/2016,0116-0246  ,BOULDERS CLUBHOUSE ADDITION & RENOVATION,1.5CFDES20G60,30,2.939736,0.089159405,69.81,87.35,891.4065753,5900,Inside,Inside,JAIMIE.WALLACE,9,3
4/11/2016,0116-0248  ,ENTERPRISE RENT A CAR ,BESIEL20GRY,5,0.48952425,0.014752135,83.64,99.42,1015.47574,5350,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/11/2016,0116-0249  ,PROJECT SCULPIN ,BESI20GRY,704,68.9250144,2.077100556,83.59,97.61,996.9884025,4750,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/11/2016,0116-0249  ,PROJECT SCULPIN ,1.5CFDES18GRY,2043,256.8518847,6.538478772,106.72,121.92,969.7517318,4750,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/12/2016,0116-0251  ,WIREMASTERS ,1.5CFDES20G60,64,6.2714368,0.190206731,69.81,90.61,924.6748688,7000,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/12/2016,0116-0251  ,WIREMASTERS ,BES20G60,22,2.1558064,0.065383564,69.81,90.61,924.6748688,7000,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/12/2016,0116-0253  ,ENTERPRISE RENT-A-CAR,BESI20GRY,23,2.25181155,0.067859819,83.59,103.07,1052.756835,6600,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/12/2016,0116-0253  ,ENTERPRISE RENT-A-CAR,BESI20G60,18,1.8115947,0.053495643,72.12,91.74,911.5283899,6600,Inside,Inside,HEIDI.MCALEXANDER,9,3
9/9/2016,0116-0253A ,ENTERPRISE RENT-A-CAR,BESI20GRY,11,1.07695335,0.032454696,115.8186,129.2386,1320.042878,4550,Inside,Inside,KIM.KLENAKIS,9,3
4/12/2016,0116-0254  ,UNITED METAL DECK,BESI20G60,31,3.11996865,0.092131385,72.12,86.53,859.7618441,4849.22,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/12/2016,0116-0254  ,UNITED METAL DECK,BESI18G60,7,0.91947975,0.022553872,94.28,109.89,836.5926493,4849.22,Inside,Inside,HEIDI.MCALEXANDER,9,3
8/12/2016,0116-0255  ,ABS TOLLESON ,BES20G60,155,15.188636,0.460656926,100.0399,107.4699,1096.730115,2500,Inside,Inside,HEIDI.MCALEXANDER,9,3
8/12/2016,0116-0255  ,ABS TOLLESON ,BES22G60,3,0.24366465,0.008508611,84.5083,91.5983,1127.758581,2500,Inside,Inside,HEIDI.MCALEXANDER,9,3
8/12/2016,0116-0255  ,ABS TOLLESON ,BES20G90,13,1.29096305,0.03819373,103.5096,110.8596,1116.356351,2500,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/13/2016,0116-0256  ,TEMPE BUSINESS PARK,BESI20G60,527,53.03946705,1.56623355,72.12,86.39,858.3708045,4800,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/13/2016,0116-0256  ,TEMPE BUSINESS PARK,1.5CFDESI20G60,424,42.6731196,1.383288311,72.55,88.21,876.4543195,4800,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/13/2016,0116-0256  ,TEMPE BUSINESS PARK,3.0CFDES20G60,92,9.2592618,0.31637299,73.08,89.59,890.1659957,4800,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/13/2016,0116-0256  ,TEMPE BUSINESS PARK,HD20G60,40,3.787162,0.142655387,68.55,89.95,950.0517802,6000,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/13/2016,0116-0257  ,USACE DMAFB ,BES18G60,680,87.291396,2.19094752,89.79,101.07,787.3353291,3500,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/13/2016,0116-0258  ,DONALDSON ELEM ,NESI20G60,3.5,0.43942255,0.018053893,92.82,139.25,1109.126056,9000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/13/2016,0116-0259  ,MOLD PLANT ,BESI20G60,19,1.91223885,0.056467623,72.12,89.96,893.8423147,6000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/14/2016,0116-0260  ,AMERICAN AIRLINES HANGAR FACILITY ,NESI20G60,25,3.1387325,0.128956382,92.82,126.87,1010.519374,6600,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/14/2016,0116-0261  ,CHAMPION STEEL DECK,BES20GRY,1350,128.694015,3.983076351,81.52,49.14,515.478517,-10971.06,Inside,Customer List,HEIDI.MCALEXANDER,9,3
4/14/2016,0116-0262  ,SHOPS B ,BES22GRY,15,1.178319,0.042219745,67.75,86.33,1098.980836,6600,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/15/2016,0116-0263  ,VANTAGE WEST ADD,1.5CFDESI18G60,239,31.39366575,0.839480155,94.68,120.32,915.9962468,7300,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/15/2016,0116-0263  ,VANTAGE WEST ADD,BES20GRY,125,11.9161125,0.368803366,81.52,93.32,978.9266424,4000,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/15/2016,0116-0263  ,VANTAGE WEST ADD,NESI20GRY,3,0.36643455,0.015377755,107.2,141.29,1156.741361,6650,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/15/2016,0116-0263  ,VANTAGE WEST ADD,BES22GRY,11,0.8641006,0.030961147,67.75,86.33,1098.980836,6600,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/15/2016,0116-0263  ,VANTAGE WEST ADD,BES20GRY,14,1.3346046,0.041305977,81.52,97.01,1017.634736,5250,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/15/2016,0116-0264  ,DAVIS MONTHAN GUARDIAN ANGEL,BES18G60,716,91.9127052,2.30693886,89.79,110.73,862.5867319,6500,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/15/2016,0116-0265  ,ARREDONDO ELEMENTARY SCHOOL,BES20G60/GB,143,14.0127416,0.424993164,92.89,110.43,1126.937929,5900,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/15/2016,0116-0265  ,ARREDONDO ELEMENTARY SCHOOL,1.5CFDESI20G60,141,14.19082515,0.460008613,72.55,91.8,912.1245497,5900,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/15/2016,0116-0265  ,ARREDONDO ELEMENTARY SCHOOL,BESA20G60/GB,7,0.6859384,0.026357208,113.69,140.04,1429.10792,7000,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/15/2016,0116-0266  ,MCAS AVIATION MAINTENANCE COMPLEX,BES18G60,30,3.851091,0.096659449,89.79,112.35,875.2065324,7000,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/15/2016,0116-0266  ,MCAS AVIATION MAINTENANCE COMPLEX,2.0CFD20G60,25,2.351835,0.085970921,68.51,92.58,984.1251618,7000,Inside,Inside,HEIDI.MCALEXANDER,9,3
4/22/2016,0116-0268  ,AEROSPEC,NESI20GRY,4,0.4885794,0.020503673,120.86,172.12,1409.146599,10000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/20/2016,0116-0269  ,THE LOFTS AT FLAGSTAFF,2.0CFD20G60,316,29.7271944,1.086672444,68.51,85.36,907.3765804,4900,Mike Powell ,Inside,HEIDI.MCALEXANDER,9,3
4/18/2016,0116-0270  ,DAVE & BUSTERS ,BES20GRY,317,30.2192613,0.935285336,81.52,98.19,1030.012934,5650,Mike Powell ,Inside,HEIDI.MCALEXANDER,9,3
4/19/2016,0116-0271  ,COYOTE LAKES SELF STORAGE ,BESI22G60,467,38.95562225,1.460164401,62.27,81.03,971.387641,6000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/19/2016,0116-0271  ,COYOTE LAKES SELF STORAGE ,2.0CFD18G60,467,57.77558215,1.722687836,91.78,115.75,935.6071889,6500,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/19/2016,0116-0272  ,MONOLITH STORAGE ,BES20GRY,534,50.9056326,1.575527979,81.52,91.85,963.5063449,3500,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/19/2016,0116-0272  ,MONOLITH STORAGE ,2.0CFD18G60,532,65.8171514,1.962462374,91.78,112.07,905.8617508,5500,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/19/2016,0116-0273  ,PLANET FITNESS MARKETPLACE ,BESI20G60,255,25.66425825,0.757854944,72.12,91.44,908.5475907,6500,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/20/2016,0116-0274  ,CASTLE HS PHASE II,BES20G60,266,26.0656592,0.790546725,69.81,96.26,982.3331075,8900,Mike Powell ,Inside,JAIMIE.WALLACE,9,3
4/20/2016,0116-0275  ,SUBARU EXPANSION ,BESI20GRY,75,7.34286375,0.22128202,83.59,102.32,1045.096336,6350,Mike Powell ,Inside,JAIMIE.WALLACE,9,3
4/20/2016,0116-0276  ,SPECTRUM RIDGE PROJECT ,BES20G60,30,2.939736,0.089159405,69.81,89.13,909.5714717,6500,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/20/2016,0116-0277  ,MAINSTREET RAPID RECOVERY ,BESI20GRY,671,65.69415435,1.979736468,83.59,97.46,995.4563027,4700,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/20/2016,0116-0278  ,CVS PHARMACY #10928,BESI22GRY,144,11.6185248,0.447139703,70.74,99.3,1230.724231,9200,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/20/2016,0116-0278  ,CVS PHARMACY #10928,S24G60,31,1.8955601,0.106000663,48.4,68.92,1127.118048,6000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/20/2016,0116-0278  ,CVS PHARMACY #10928,BESI18GRY,4,0.5146018,0.012801721,96.06,122.78,954.3689898,8350,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/21/2016,0116-0280  ,AVIATION COMPLEX,2.0CFD20G90,25,2.38344875,0.085120872,80.55,89.06,934.1505665,2500,Chris Cline,Customer List,HEIDI.MCALEXANDER,9,3
4/21/2016,0116-0280  ,AVIATION COMPLEX,BES18G90,30,3.8905455,0.095222678,105.64,113.57,875.7383765,2500,Chris Cline,Customer List,HEIDI.MCALEXANDER,9,3
4/21/2016,0116-0281  ,SAVERS #1066,BESI22G60/GRY,293,24.44110775,0.831007646,71.09,89.81,1076.642281,6600,Mike Powell ,Inside,HEIDI.MCALEXANDER,9,3
4/21/2016,0116-0281  ,SAVERS #1066,BES22G60/GRY,20,1.624431,0.056724071,84.19,102.91,1267.02827,6600,Mike Powell ,Inside,HEIDI.MCALEXANDER,9,3
4/25/2016,0116-0282  ,AMERICAN TECHNOLOGIES,HD20GRY,26,2.394769,0.09205332,90.16,125.57,1363.313121,10000,Mike Powell ,Inside,HEIDI.MCALEXANDER,9,3
4/22/2016,0116-0283  ,MESQUITE VALLEY ,BES20GRY,47,4.4804583,0.138670066,92.12,107.31,1125.681719,5150,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/25/2016,0116-0284  ,MICROCHIP C6,1.5CFDESI20GRY,36,3.5245746,0.111117284,95.26,118.1,1206.273234,7400,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/25/2016,0116-0284  ,MICROCHIP C6,BESI20GRY,699,68.43549015,2.062348422,94.48,98.16,1002.606102,1250,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/25/2016,0116-0284  ,MICROCHIP C6,1.5CFDESI18GRY,1946,250.3537757,6.228037048,96.15,119.83,931.4386386,7400,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/25/2016,0116-0285  ,THE YARD RESTAURANT ,BESI20GRY,82,8.0281977,0.241935008,94.48,113.22,1156.428921,6350,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/25/2016,0116-0285  ,THE YARD RESTAURANT ,BESI18GRY,172,22.1278774,0.550473984,96.06,125.5,975.5115509,9200,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/25/2016,0116-0286  ,RIVULON BLDG A,1.5CFDESI20G60,330,33.2125695,1.076615903,82.72,101.15,1005.026124,5650,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/25/2016,0116-0286  ,RIVULON BLDG A,BESI20G60,645,64.91547675,1.91692721,82.3,96.27,956.5384575,4700,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/26/2016,0116-0287  ,GATEWAY VILLAGE PAD A ,BES22GRY,11,0.8641006,0.030961147,76.47,95.04,1209.85913,6600,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/26/2016,0116-0288  ,AMERICAN LEADERSHIP ACADEMY,BES22GRY,4,0.3142184,0.011258599,76.47,118.69,1510.923612,15000,Mike Powell ,Inside,JAIMIE.WALLACE,9,3
4/26/2016,0116-0290  ,SAN TAN PHASE 1 ,BESI20GRY,606,59.3303391,1.787958718,94.48,110.04,1123.948405,5272.87,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/26/2016,0116-0290  ,SAN TAN PHASE 1 ,3.0CFDES20GRY,1243,121.6957286,4.24768479,82.74,97.12,991.9835432,4207.08,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/26/2016,0116-0292  ,CDO BAPTIST CHURCH PHASE III,BES18GRY,124,15.5896396,0.396853337,120.67,144.19,1146.887321,7350,Mike Powell ,Inside,HEIDI.MCALEXANDER,9,3
4/26/2016,0116-0292  ,CDO BAPTIST CHURCH PHASE III,NESI20GRY,38,4.6415043,0.194784891,120.86,153.93,1260.225052,6450,Mike Powell ,Inside,HEIDI.MCALEXANDER,9,3
7/28/2016,0116-0293  ,YARD TUCSON,BESI20GRY,86,8.4198171,0.253736716,121.7586,129.1386,1319.021479,2500,Chris Cline,Customer List,HEIDI.MCALEXANDER,9,3
7/28/2016,0116-0293  ,YARD TUCSON,BESI18GRY,136,17.4964612,0.435258499,132.0498,140.0498,1088.607152,2500,Chris Cline,Customer List,HEIDI.MCALEXANDER,9,3
4/27/2016,0116-0294  ,REHABILITATION HOSPITAL OF NORTHERN AZ,BES20G90/GB,659,65.44189615,1.936128331,103.3,112.11,1128.947881,3000,Mike Powell ,Customer List,HEIDI.MCALEXANDER,9,3
4/27/2016,0116-0294  ,REHABILITATION HOSPITAL OF NORTHERN AZ,BES20G60,2,0.1959824,0.00594396,79.72,95.62,975.8019087,5350,Mike Powell ,Customer List,HEIDI.MCALEXANDER,9,3
4/27/2016,0116-0295  ,JW MARRIOTT DESERT RIDGE FITNESS RENOV,BES20G60,44,4.3116128,0.130767128,79.72,95.03,969.7809599,5150,Mike Powell ,Inside,JAIMIE.WALLACE,9,3
4/27/2016,0116-0296  ,ALAMO CINEMA ,2.0CFD18G60,48,5.9383896,0.177064274,104.34,128.13,1035.674722,6450,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/27/2016,0116-0296  ,ALAMO CINEMA ,S24G60,56,3.4242376,0.191485069,54.56,73.37,1199.893372,5500,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/27/2016,0116-0297  ,GENERAL HOSPITAL 83RD & CAMELBACK ,BES22G60,95,7.71604725,0.257941195,67.47,84.71,1042.949808,6350,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/28/2016,0116-0300  ,DEL SOL MARKET ,BES20G60,280,27.437536,0.832154448,79.72,97.11,991.0073558,5850,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/28/2016,0116-0301  ,WESTERN CONTAINER ,BES22GRY,444,34.8782424,1.249704462,76.47,97.58,1242.193328,7500,Dale Levy,Customer List,TIFFANY.MORRIS,9,3
4/29/2016,0116-0302  ,LUKE AFB SOF HANGAR 4,2.0CFD18G60,245,30.31053025,0.903765567,104.34,133.85,1081.909479,8000,Mike Powell ,Daniela Saldana,HEIDI.MCALEXANDER,9,3
4/29/2016,0116-0302  ,LUKE AFB SOF HANGAR 4,BES20GRY,245,23.3555805,0.722854597,92.12,115.72,1213.902605,8000,Mike Powell ,Daniela Saldana,HEIDI.MCALEXANDER,9,3
4/29/2016,0116-0303  ,SANTE,NESI20G60,12,1.5065916,0.061899063,105.6,139.65,1112.312056,6600,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/29/2016,0116-0305  ,27TH AVE COMPOST FACILITY ,3.0CFDES20G60,7,0.70450905,0.024071858,83.28,101.68,1010.292203,5350,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
4/29/2016,0116-0305  ,27TH AVE COMPOST FACILITY ,BES20G60,10,0.979912,0.029719802,79.72,95.62,975.8019087,5350,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/2/2016,0116-0307  ,CACTUS SHADDOW HS,BES18G60/GB,4,0.5134788,0.012887927,131.04,152.47,1187.741344,6650,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/2/2016,0116-0308  ,DIGNITY HEALTH,BES22GRY,97,7.6197962,0.27302102,76.47,94.34,1200.94813,6350,Chris Cline,Customer List,HEIDI.MCALEXANDER,9,3
5/2/2016,0116-0309  ,HANGAR 3 &4 LUKE AFB ,NESI20G90,297,37.79106705,1.516853933,108.94,129.37,1016.718844,4000,Dennis Harper,Dennis Harper,TIFFANY.MORRIS,9,3
5/4/2016,0116-0312  ,PQ RESIDENCE ,2.0CFD20G60,233,21.9191022,0.801248986,83.74,103.85,1103.925233,5850,Mike Powell ,Inside,JAIMIE.WALLACE,9,3
5/3/2016,0116-0313  ,VA DENTAL CLINIC ,HD22G60,1,0.07847445,0.003403444,70.76,172.87,2202.882594,30000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/5/2016,0116-0315  ,PALOMA ELEMENTARY SCHOOL PH 2 ,BES18GRY,128,16.0925312,0.409655058,139.8,160.6,1277.412468,6500,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/6/2016,0116-0316  ,ACE HARDWARE RETAIL STORE ,BESI20G60,138,13.8888927,0.410133264,97.57,123.43,1226.400143,8700,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/6/2016,0116-0317  ,NORTH VALLEY CHRISTIAN ACADEMY,3.0CFDES20G60,250,25.1610375,0.859709212,89.41,117.44,1166.88352,8150,Mike Powell ,Daniela Saldana,HEIDI.MCALEXANDER,9,3
5/6/2016,0116-0317  ,NORTH VALLEY CHRISTIAN ACADEMY,NESI20G60,291,36.5348463,1.501052284,113.27,165.88,1321.233969,10200,Mike Powell ,Daniela Saldana,HEIDI.MCALEXANDER,9,3
5/6/2016,0116-0318  ,MARC COMMUNITY RESOURCES ,BES20GRY,5,0.4766445,0.014752135,106.58,128.56,1348.594183,7450,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/9/2016,0116-0319  ,VILLAGE INN HAPPY VALLEY,BES22GRY,45,3.534957,0.126659236,88.36,108.06,1375.60372,7000,Mike Powell ,Inside,JAIMIE.WALLACE,9,3
5/10/2016,0116-0320  ,SAVANNA HOUSE- PORTE COCHERE,BES22G60,27,2.19298185,0.073309603,79.77,98.78,1216.179696,7000,Mike Powell ,Inside,JAIMIE.WALLACE,9,3
5/10/2016,0116-0321  ,GCU BASKETBALL,BESIA20G60,202,20.3301183,0.760593715,134.33,171.98,1708.792811,10000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/10/2016,0116-0321  ,GCU BASKETBALL,2.0CFD20G60,41,3.8570094,0.140992311,96.11,120.87,1284.847789,7200,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/11/2016,0116-0322  ,CORNERSTONE #1639 SONORAN DESERT DRIVE ,BES22G60/GRY,70,5.6855085,0.19853425,99.77,124.87,1537.399865,8850,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/12/2016,0116-0325  ,MOHR RESIDENCE,1.5CFDESI18GRY,30,3.8595135,0.096012904,120.97,152.98,1189.113602,10000,Chris Cline,Customer List,,9,3
5/13/2016,0116-0327  ,ADVANCED AUTO PARTS ,BES22G60,101,8.20337655,0.274232218,83.04,103.4,1273.061152,7500,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/13/2016,0116-0328  ,EASY STREET SOUTH A CONDO ,S22G60,690,51.8914155,2.461121415,78.2,101.39,1348.182533,6500,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/13/2016,0116-0329  ,4TH AND LINCOLN ,3.0CFDES22G60,444,37.037037,1.466556565,85.82,108.94,1305.972721,7000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/16/2016,0116-0330  ,TRAILSIDE POINT BLACK BOX CLASSROOM ,BES22G60,13,1.05588015,0.035297216,83.04,108.02,1329.942608,9200,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/17/2016,0116-0331  ,VUSD EMPIRE HS ADD,BES20G60,32,3.1357184,0.095103365,98.57,125.32,1278.890349,9000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/17/2016,0116-0332  ,CARL T HAYDEN VETERANS AFFAIRS ,1.5CFDES20G60,108,10.5830496,0.320973858,98.57,123.08,1256.031154,8250,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/17/2016,0116-0333  ,SRPMIC WOLF,BESI20GRY,497,48.65871045,1.466362183,113.29,131,1338.033815,6000,Mike Powell ,Daniela Saldana,HEIDI.MCALEXANDER,9,3
5/17/2016,0116-0333  ,SRPMIC WOLF,BESI20G60,152,15.2979108,0.451740986,101.64,125.41,1246.073418,8000,Mike Powell ,Daniela Saldana,HEIDI.MCALEXANDER,9,3
5/17/2016,0116-0333  ,SRPMIC WOLF,BESIA18GRY,245,31.51936025,1.034440537,184.75,222.75,1731.43584,9000,Mike Powell ,Daniela Saldana,HEIDI.MCALEXANDER,9,3
5/17/2016,0116-0333  ,SRPMIC WOLF,1.5CFDESI22GRY,406,32.7577852,1.198032394,95.37,114.55,1419.732736,6500,Mike Powell ,Daniela Saldana,HEIDI.MCALEXANDER,9,3
5/18/2016,0116-0335  ,GLENDALE COMMUNITY COLLEGE VETERANS ,BESI20GRY,30,2.9371455,0.088512808,113.29,136.3,1392.168008,7800,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/18/2016,0116-0336  ,GREAT HEARTS ACADEMY ,BES20G60,127,12.4448824,0.377441482,98.57,123.08,1256.031154,8250,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/19/2016,0116-0338  ,MERCY MEDICAL COMMONS,1.5CFDESI20G60/GB,231,23.24879865,0.71798219,114.29,138.06,1371.763784,7650,Mike Powell ,Inside,JAIMIE.WALLACE,9,3
5/19/2016,0116-0338  ,MERCY MEDICAL COMMONS,BESI20G60/GB,262,26.3687673,0.778658805,113.39,142.52,1416.078331,9800,Mike Powell ,Inside,JAIMIE.WALLACE,9,3
5/19/2016,0116-0339  ,THE CENTER AT GRANDE,1.5CFDESI18G60,449,58.97805825,1.5770987,135.71,163.82,1247.161778,8000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/19/2016,0116-0339  ,THE CENTER AT GRANDE,1.5CFDESI20G60,296,29.7906684,0.96569184,102.05,121.62,1208.415988,6000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/20/2016,0116-0341  ,CYRUS ONE ,BESI20G60,10,1.0064415,0.029719802,108.76,136.4,1355.270028,9300,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/20/2016,0116-0342  ,FORMLOCK DECK ,BES20G60,71,6.9573752,0.211010592,105.51,126.61,1292.054797,7100,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
5/23/2016,0116-0344  ,SSC CLOUD SONG CENTER ,BES20G60,386,37.8246032,1.147184346,106.9799,126.2999,1288.890227,6500,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
